market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_candidate_order,allocation_mode,event_family,event_priority,feat_runup_since_t0,rank_runup_clipped,entry_prob_rank_value,supporting_market_ids,supporting_questions,same_day_rank,entry_prob_rank,runup_rank,skip_reason,preempted_trade_id,preempt_reason,duplicate_signal_upgrade,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,allocation_trade_id,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
507493,ZIM,Longshoremen east coast strike by Oct 1?,1,override,0.87,YES,5.0,5.0,US East Coast Port Strike Exposure,0.63,train,2024-09-25,0.87,23.53,2024-09-30,25.66,resolution-1d,6.8,-5.99,9.05,2024-09-25 00:00:00+00:00,2024-09-30 00:00:00+00:00,2024-09-20,2024-10-01,7,event_priority,geo,0,-0.017148475457441248,-0.017148,0.87,,,1,1,1,,,,0,489,0.11005875612989653,11506.17,104672.03,10.9926,6.43,7.46,1,resolution-1d,1041.57,1012.73,8.8016,28.84,12547.74,25.6783
508672,USO,Israel strikes Iranian oil in October?,1,regex,0.8,NO,5.0,5.0,Middle East Geopolitical Oil Risk,0.8,train,2024-10-02,0.8,72.76,2024-10-07,79.2,poly<0.5635989421635501,6.38,-1.57,8.85,2024-10-02 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-02,2024-10-31,10,event_priority,geo,0,0.0,0.0,0.8,,,1,1,1,,,,0,158,0.11005875612989653,11496.08,104785.57,10.9711,6.44,6.3,2,poly<0.5635989421635501,1017.52,991.02,8.6205,26.5,12513.6,25.9279
508672,XLE,Israel strikes Iranian oil in October?,1,regex,0.8,NO,,0.0,Middle East Geopolitical Oil Risk,0.64,train,2024-10-02,0.8,45.36,2024-10-07,46.76,poly<0.5635989421635501,3.03,-1.11,3.08,2024-10-02 00:00:00+00:00,2024-10-07 00:00:00+00:00,2024-10-02,2024-10-31,11,event_priority,geo,0,0.0,0.0,0.8,,,2,1,1,,,,0,253,0.11005875612989653,11476.08,104772.83,10.9533,6.42,6.62,3,poly<0.5635989421635501,354.2,327.77,2.8561,26.43,11830.28,24.5113
550768,MRK,FDA approves Merck’s clesrovimab infant RSV prevention (MK‑1654)?,1,regex,0.88,YES,6.0,6.0,Merck FDA Approval,0.95,train,2025-06-09,0.88,79.33,2025-06-13,81.71,profit_lock_3%,3.5,-0.83,3.0,2025-06-09 00:00:00+00:00,2025-06-13 00:00:00+00:00,2025-06-09,2025-06-17,17,event_priority,other,3,0.00455870083305987,0.004559,0.88,,,1,1,1,,,,0,161,0.11005875612989653,12772.13,116824.4,10.9328,7.11,6.95,4,profit_lock_3%,383.18,354.69,2.7771,28.49,13155.31,24.9372
552114,XLE,Israel strike on Iran on June 19?,1,regex,0.875,YES,,0.0,Middle East Oil Disruption,0.52,train,2025-06-16,0.875,43.92,2025-06-18,44.04,resolution-1d,1.68,-0.75,0.27,2025-06-16 00:00:00+00:00,2025-06-18 00:00:00+00:00,2025-06-13,2025-06-20,29,event_priority,geo,0,0.0,0.0,0.875,552115,Israel strike on Iran on June 20?,5,3,1,,,,0,294,0.11005875612989653,12912.48,117614.71,10.9786,7.16,7.49,6,resolution-1d,35.28,5.95,0.0461,29.33,12947.76,24.4486
551649,USO,Israel military action against Iran before August?,1,regex,1.0,YES,5.0,5.0,Israel-Iran Conflict,0.54,train,2025-06-13,1.0,80.22,2025-06-20,83.43,profit_lock_4%,4.04,-4.95,4.0,2025-06-13 00:00:00+00:00,2025-06-20 00:00:00+00:00,2025-06-12,2025-07-31,18,event_priority,geo,0,0.0030740892524956376,0.003074,1.0,552109|552109|552110|552110,Israel strike on Iran on June 14? || Israel strike on Iran on June 14? || Israel strike on Iran on June 15? || Israel strike on Iran on June 15?,1,1,1,,,,0,159,0.11005875612989653,12754.98,116446.4,10.9535,7.08,6.93,5,profit_lock_4%,510.39,481.85,3.7777,28.54,13265.37,25.152
554000,USO,Israel strike on Iran on June 24?,1,regex,0.925,YES,6.0,6.0,Middle East Oil Disruption,0.585,train,2025-06-20,0.925,83.12,2025-06-23,76.41,resolution-1d,0.0,-8.07,-8.07,2025-06-20 00:00:00+00:00,2025-06-23 00:00:00+00:00,2025-06-20,2025-06-25,66,event_priority,geo,0,0.010331908814867674,0.010332,0.925,554000|554001|554001|554002|554002|552099|552099|554003|554003|554005|554005,Israel strike on Iran on June 24? || Israel strike on Iran on June 25? || Israel strike on Iran on June 25? || Israel strike on Iran on June 26? || Israel strike on Iran on June 26? || Israel military action against Iran in July? || Israel military action against Iran in July? || Israel strike on Iran on June 27? || Israel strike on Iran on June 27? || Israel strike on Iran on June 29? || Israel strike on Iran on June 29?,1,1,1,,,,0,154,0.11005875612989653,12800.48,117035.91,10.9372,7.14,6.94,7,resolution-1d,-1033.34,-1060.4,-8.284,27.06,11767.14,22.1088
554000,XLE,Israel strike on Iran on June 24?,1,regex,0.925,YES,,0.0,Middle East Oil Disruption,0.52,train,2025-06-20,0.925,44.49,2025-06-23,43.01,resolution-1d,0.0,-3.73,-3.32,2025-06-20 00:00:00+00:00,2025-06-23 00:00:00+00:00,2025-06-20,2025-06-25,71,event_priority,geo,0,0.010218000762592938,0.010218,0.925,554001|554002|554003|554005,Israel strike on Iran on June 25? || Israel strike on Iran on June 26? || Israel strike on Iran on June 27? || Israel strike on Iran on June 29?,3,1,11,,,,0,289,0.11005875612989653,12857.61,117021.83,10.9874,7.11,7.44,8,resolution-1d,-427.72,-456.4,-3.5496,28.68,12429.89,23.3533
553540,USO,Will the U.S. strike Fordow nuclear facility before July?,1,regex,1.0,YES,7.0,7.0,Middle East Oil Disruption,0.72,train,2025-06-23,1.0,76.41,2025-06-27,73.28,resolution-1d,0.0,-5.81,-4.1,2025-06-23 00:00:00+00:00,2025-06-27 00:00:00+00:00,2025-06-18,2025-07-01,49,event_priority,geo,0,0.0,0.0,1.0,553540|554004|554004|554006|554006,Will the U.S. strike Fordow nuclear facility before July? || Israel strike on Iran on June 28? || Israel strike on Iran on June 28? || Israel strike on Iran on June 30? || Israel strike on Iran on June 30?,1,1,7,,,,0,167,0.11005875612989653,12760.47,116354.81,10.9669,7.11,6.96,9,resolution-1d,-522.71,-550.29,-4.3124,27.58,12237.76,22.3034
553540,XLE,Will the U.S. strike Fordow nuclear facility before July?,1,regex,1.0,YES,,0.0,Middle East Oil Disruption,0.64,train,2025-06-23,1.0,43.01,2025-06-27,42.65,resolution-1d,0.0,-2.06,-0.85,2025-06-23 00:00:00+00:00,2025-06-27 00:00:00+00:00,2025-06-18,2025-07-01,51,event_priority,geo,0,0.0,0.0,1.0,554004|554006,Israel strike on Iran on June 28? || Israel strike on Iran on June 30?,3,1,7,,,,0,297,0.11005875612989653,12773.97,116340.74,10.9798,7.09,7.43,10,resolution-1d,-106.92,-135.84,-1.0634,28.92,12667.05,23.085
